"","id","session","note.quality","food.present","no.intx.yes.no","tbl.lion.hyena.sessions.notes","session.error.notes","hy.id","time","order","behavior","target","distance","leader","food","tbl.lion.hyena.individual.behaviors.notes","clan","location","lion.date","start","stop","lion.yr","n.per.sessn","sex","status","mom","dad","number.littermates","litrank","dengrad.date","dengrad.event.status","dengrad.event.data","disappear.date","disappear.event.status","disappear.event.data","dob.date","dob.event.status","dob.event.data","wean.date","wean.event.status","wean.event.data","rank.clan","rank","stan.rank","age.mon.lion","age.cat.lion","diagnosis","dart.date","age.mon.dart","age.cat.dart","hum.dist","diagnosis.time","toxo.status"
"175",1891,"t19178",3,TRUE,FALSE,"food=adult zebra carcass. male hyenas loping arnd, brt soc snf etc., come upon area where lionesses emerge, later find 2 lions (1 a big male) feeding zeb carc. unclear who is in possession of main carcass at end (everyone seems to have large pieces)","bos incorrectly written as ""bps"" at 0753. there are 4 lions present this session, 2 lionesses (females should have age changed to adult) that emerge culvert 13 l s @0801, 1 unk age/sex that fd zebra @0809, & 1 adult male (""big male"") that fd zebra @0809","bp",08:12:00,1,"dist",NA,50,FALSE,NA,NA,"talek","k",1999-07-23,"07:51:00","08:26:00",1999,1,"m","i",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"talek",NA,NA,NA,NA,NA,NA,NA,NA,"positive",1997-07-15,NA,"adult","low_tk","after","1"
"176",201,"t19317",3,TRUE,FALSE,"find hyenas, 1 bloody & 1 fat, loping south. follow to where 2 male lions fd in lugga. no mention of what the lions are feeding on (prob can't see b/c in lugga)","sex of these lions should be changed from ""u"" to ""m."" context should be either ""c"" or ""k"" (probably k since lions generally feed on relatively fresh food)","amar",06:53:00,1,"dist",NA,40,FALSE,NA,NA,"talek","c",1999-08-03,"06:29:00","07:13:00",1999,2,"f","r","ua","fn","1","1",1995-10-24,NA,NA,2003-06-13,"dls","inferred dead",1995-01-25,NA,"talek",1996-07-15,NA,NA,"talek",21,-0.333333333333333,54.2,"adult","positive",1995-10-25,9,"cub","low_tk","after","1"
"177",10205,"t19357",3,TRUE,FALSE,"find 3 hys,2 of them bldy.flw,find more hys,1 ft & 1 bldy,near a fresh ad gnu carc soon seen.more ft &/or bldy hys at carc, some chasing off a lioness. in ci's once reach carcass @0637. combis st arr ~0647.giant grp vultures arr@0655.#lns=min,#hys uncertn","should only be 4 unid's at most, since 6 of the ""~10 unid hyenas chasing off a lioness"" (0637) are later identified, 1 at 0637 (""[whh returns]"") and 5 at 0539 who ""return from chase""","amar",06:41:00,1,"fd",NA,100,FALSE,"gnu carcass","1 lionesses in bushes 100m from carcass","talek","k",1999-08-05,"06:29:00","07:32:00",1999,1,"f","r","ua","fn","1","1",1995-10-24,NA,NA,2003-06-13,"dls","inferred dead",1995-01-25,NA,"talek",1996-07-15,NA,NA,"talek",21,-0.333333333333333,54.3,"adult","positive",1995-10-25,9,"cub","low_tk","after","1"
"178",10255,"t19357",3,TRUE,FALSE,"find 3 hys,2 of them bldy.flw,find more hys,1 ft & 1 bldy,near a fresh ad gnu carc soon seen.more ft &/or bldy hys at carc, some chasing off a lioness. in ci's once reach carcass @0637. combis st arr ~0647.giant grp vultures arr@0655.#lns=min,#hys uncertn","should only be 4 unid's at most, since 6 of the ""~10 unid hyenas chasing off a lioness"" (0637) are later identified, 1 at 0637 (""[whh returns]"") and 5 at 0539 who ""return from chase""","jj",07:19:00,1,"mob","lion",1,FALSE,NA,"app 5 lionesses, bo (preoccupied w/ young male lio","talek","k",1999-08-05,"06:29:00","07:32:00",1999,1,"f","r","dj","zip","1","2",1993-03-29,NA,NA,2003-01-24,"dls","inferred dead",1992-09-15,NA,"talek",1993-08-06,NA,NA,"talek",12,0.266666666666667,82.6,"adult","positive",1993-08-12,10.9,"cub","low_tk","after","1"
"179",10256,"t19357",3,TRUE,FALSE,"find 3 hys,2 of them bldy.flw,find more hys,1 ft & 1 bldy,near a fresh ad gnu carc soon seen.more ft &/or bldy hys at carc, some chasing off a lioness. in ci's once reach carcass @0637. combis st arr ~0647.giant grp vultures arr@0655.#lns=min,#hys uncertn","should only be 4 unid's at most, since 6 of the ""~10 unid hyenas chasing off a lioness"" (0637) are later identified, 1 at 0637 (""[whh returns]"") and 5 at 0539 who ""return from chase""","ldv",07:19:00,1,"mob","lion",1,FALSE,NA,NA,"talek","k",1999-08-05,"06:29:00","07:32:00",1999,2,"m","r","hg","mer","1","2",1998-08-06,NA,NA,2007-04-23,"dead","lions",1997-11-24,NA,"talek",1999-03-13,NA,NA,NA,NA,NA,20.3,"subadult","positive",1999-03-07,15.4,"subadult","low_tk","after","1"
"180",1219,"t19570",3,TRUE,FALSE,"flw m hys to ad gnu carc.6 hys here already,@least some of these fd carc.3 lns,no dist given from carc/hys,but prob ~60m-carc based on l8r scan.2 hys fat.baitings this sess.some driving b&f ov lug,so some in cis.eles tromp ov carc 0653.tape, no id# (0730)","linc present this sess, so should be added to ids present, and the n id hyenas should be 16. the lions are referred to as ""lionesses,"" and so should have their age changed to ""adult""","bos",06:32:00,4,"brt soc snf",NA,20,FALSE,NA,NA,"talek","k",1999-08-18,"06:22:00","07:30:00",1999,2,"m","i",NA,NA,NA,NA,NA,NA,NA,2002-06-28,"dls","fate unknown",NA,NA,"talek",NA,NA,NA,NA,NA,NA,NA,NA,"positive",1997-01-22,NA,"adult","low_tk","after","1"
"181",1221,"t19570",3,TRUE,FALSE,"flw m hys to ad gnu carc.6 hys here already,@least some of these fd carc.3 lns,no dist given from carc/hys,but prob ~60m-carc based on l8r scan.2 hys fat.baitings this sess.some driving b&f ov lug,so some in cis.eles tromp ov carc 0653.tape, no id# (0730)","linc present this sess, so should be added to ids present, and the n id hyenas should be 16. the lions are referred to as ""lionesses,"" and so should have their age changed to ""adult""","sim",06:32:00,4,"brt soc snf",NA,20,FALSE,NA,NA,"talek","k",1999-08-18,"06:22:00","07:30:00",1999,2,"m","i",NA,NA,NA,NA,NA,NA,NA,2000-03-17,"dls","humans (us)",NA,NA,"talek",NA,NA,NA,NA,NA,NA,NA,NA,"positive",1996-07-28,NA,"adult","low_tk","after","1"
"182",1928,"t19682",3,FALSE,FALSE,"session starts w/baitings, then obs flw hys upstream, where run into lugga where a bunch of fuss is heard. drive to other side of lugga & see fuss is over lions. 2 hyenas fat, 1 fat & bloody","context should be ""m,"" as some baiting occurs this sess. male lions are only referred to as ""male lions,"" so their age should be changed to ""unknown""","par",07:17:00,2,"brt lope in",NA,45,FALSE,NA,NA,"talek","m",1999-09-03,"06:49:00","07:51:00",1999,3,"f","r","gw","rcn","0",NA,1994-04-03,NA,NA,2004-02-10,"dls","inferred dead",1993-07-15,NA,"talek",NA,NA,NA,"talek",26,-0.666666666666667,73.6,"adult","positive",1994-06-23,11.3,"cub","low_tk","after","1"
"183",1929,"t19682",3,FALSE,FALSE,"session starts w/baitings, then obs flw hys upstream, where run into lugga where a bunch of fuss is heard. drive to other side of lugga & see fuss is over lions. 2 hyenas fat, 1 fat & bloody","context should be ""m,"" as some baiting occurs this sess. male lions are only referred to as ""male lions,"" so their age should be changed to ""unknown""","exc",07:17:00,2,"whoop mob",NA,45,FALSE,NA,NA,"talek","m",1999-09-03,"06:49:00","07:51:00",1999,2,"m","i",NA,NA,NA,NA,NA,NA,NA,2000-10-04,"dead",NA,NA,NA,"talek",NA,NA,NA,NA,NA,NA,NA,NA,"positive",1999-02-03,NA,"adult","low_tk","after","1"
"184",1930,"t19682",3,FALSE,FALSE,"session starts w/baitings, then obs flw hys upstream, where run into lugga where a bunch of fuss is heard. drive to other side of lugga & see fuss is over lions. 2 hyenas fat, 1 fat & bloody","context should be ""m,"" as some baiting occurs this sess. male lions are only referred to as ""male lions,"" so their age should be changed to ""unknown""","amar",07:17:00,2,"mob",NA,45,FALSE,NA,NA,"talek","m",1999-09-03,"06:49:00","07:51:00",1999,2,"f","r","ua","fn","1","1",1995-10-24,NA,NA,2003-06-13,"dls","inferred dead",1995-01-25,NA,"talek",1996-07-15,NA,NA,"talek",21,-0.333333333333333,55.3,"adult","positive",1995-10-25,9,"cub","low_tk","after","1"
"185",1931,"t19682",3,FALSE,FALSE,"session starts w/baitings, then obs flw hys upstream, where run into lugga where a bunch of fuss is heard. drive to other side of lugga & see fuss is over lions. 2 hyenas fat, 1 fat & bloody","context should be ""m,"" as some baiting occurs this sess. male lions are only referred to as ""male lions,"" so their age should be changed to ""unknown""","hg",07:17:00,2,"mob",NA,45,FALSE,NA,NA,"talek","m",1999-09-03,"06:49:00","07:51:00",1999,1,"f","r","dj","zip","1","1",1993-03-29,NA,NA,2003-01-22,"dls","inferred dead",1992-09-15,NA,"talek",1993-08-06,NA,NA,"talek",11,0.333333333333333,83.6,"adult","positive",1999-08-17,83,"adult","low_tk","after","1"
"186",232,"t19926",3,TRUE,FALSE,"when arr, 4 hyenas (all fat, 3 bloody) st/lk, 1 lion fd subadult gnu carc ""nearby"" (no initial dist given). more hyenas (5 of them fat) emerge lugga/arr later. no age/sex given for lion. dd has fresh scarring on his right shoulder (noted after 0639)","context should be ""k."" mig present this session, and should be added to ids present, making the n id hyenas 13","amar",06:31:00,2,"dist",NA,25,FALSE,NA,NA,"talek","k",1999-09-23,"06:11:00","07:08:00",1999,3,"f","r","ua","fn","1","1",1995-10-24,NA,NA,2003-06-13,"dls","inferred dead",1995-01-25,NA,"talek",1996-07-15,NA,NA,"talek",21,-0.333333333333333,55.9,"adult","positive",1995-10-25,9,"cub","low_tk","after","1"
"187",235,"t19926",3,TRUE,FALSE,"when arr, 4 hyenas (all fat, 3 bloody) st/lk, 1 lion fd subadult gnu carc ""nearby"" (no initial dist given). more hyenas (5 of them fat) emerge lugga/arr later. no age/sex given for lion. dd has fresh scarring on his right shoulder (noted after 0639)","context should be ""k."" mig present this session, and should be added to ids present, making the n id hyenas 13","bern",06:36:00,1,"dist",NA,5,FALSE,NA,NA,"talek","k",1999-09-23,"06:11:00","07:08:00",1999,5,"f","r","lg","hol","0","1",1993-06-11,NA,NA,2000-09-04,"dls","lions",1992-10-01,NA,"talek",1993-08-24,NA,NA,"talek",31,-1,83.7,"adult","positive",1993-07-19,9.6,"cub","low_tk","after","1"
"188",14478,"t2022",2,TRUE,TRUE,"lion kill topi. 4 big males, 6 females, 4 subadults, and 2 cubs. fas on rcn,zip,fn, quai 0714-0921. hyenas find a leg,horns,ribcage. hyenas ignore lions and are so far away from them. at some point lions lv kill. combies here scaring hyenas.","quai is quail in notes.","fn",07:01:00,0,"dist","lion",90,FALSE,NA,NA,"talek","k",1992-03-08,"06:35:00","09:21:00",1992,2,"m","i",NA,NA,NA,NA,NA,NA,NA,1999-06-24,"dls","fate unknown",NA,NA,"talek",NA,NA,NA,NA,NA,NA,NA,NA,"positive",1991-07-11,NA,"adult","low_tk","after","1"
"189",14481,"t2022",2,TRUE,TRUE,"lion kill topi. 4 big males, 6 females, 4 subadults, and 2 cubs. fas on rcn,zip,fn, quai 0714-0921. hyenas find a leg,horns,ribcage. hyenas ignore lions and are so far away from them. at some point lions lv kill. combies here scaring hyenas.","quai is quail in notes.","zip",07:11:00,0,"scan","lion",60,FALSE,NA,NA,"talek","k",1992-03-08,"06:35:00","09:21:00",1992,1,"m","i",NA,NA,NA,NA,NA,NA,NA,1994-04-21,"dls","fate unknown",NA,NA,"talek",NA,NA,NA,NA,NA,NA,NA,NA,"doubtful",1992-04-11,NA,"adult","low_tk","before","0"
"190",14482,"t2022",2,TRUE,TRUE,"lion kill topi. 4 big males, 6 females, 4 subadults, and 2 cubs. fas on rcn,zip,fn, quai 0714-0921. hyenas find a leg,horns,ribcage. hyenas ignore lions and are so far away from them. at some point lions lv kill. combies here scaring hyenas.","quai is quail in notes.","quai",07:11:00,0,"scan","lion",60,FALSE,NA,NA,"talek","k",1992-03-08,"06:35:00","09:21:00",1992,5,"m","i",NA,NA,NA,NA,NA,NA,NA,1993-06-21,"dls","fate unknown",NA,NA,"talek",NA,NA,NA,NA,NA,NA,NA,NA,"positive",1990-12-28,NA,"adult","low_tk","after","1"
"191",7126,"t2058",2,TRUE,FALSE,"3 young female lions topi kill. 2 young male lions here as well. lions fd at beginning. topi kill. age of lions confusing. @0708 not much left of kill only horns and a few vertebrae.","sd is sdy in notes. mu is mutt in notes. gan not present.","23s",06:48:00,1,"scan",NA,45,FALSE,NA,NA,"talek","k",1992-04-08,"06:36:00","08:00:00",1992,1,"f","r","27",NA,NA,NA,NA,NA,NA,1995-03-25,"dls","lions",1983-06-01,NA,"talek",NA,NA,NA,"talek",13,-0.333333333333333,106.2,"adult","positive",1991-02-25,92.8,"adult","low_tk","after","1"
"192",7131,"t2058",2,TRUE,FALSE,"3 young female lions topi kill. 2 young male lions here as well. lions fd at beginning. topi kill. age of lions confusing. @0708 not much left of kill only horns and a few vertebrae.","sd is sdy in notes. mu is mutt in notes. gan not present.","gan",06:48:00,1,"scan",NA,40,FALSE,NA,NA,"talek","k",1992-04-08,"06:36:00","08:00:00",1992,1,"f","r","es",NA,"1","2",1989-06-07,NA,NA,1994-08-02,"dls","inferred dead",1988-10-30,NA,"talek",1989-12-01,NA,NA,"talek",18,-0.888888888888889,41.3,"adult","doubtful",1992-06-07,43.2,"adult","low_tk","before","0"
"193",7147,"t2058",2,TRUE,FALSE,"3 young female lions topi kill. 2 young male lions here as well. lions fd at beginning. topi kill. age of lions confusing. @0708 not much left of kill only horns and a few vertebrae.","sd is sdy in notes. mu is mutt in notes. gan not present.","fn",07:01:00,1,"scan",NA,8,FALSE,NA,NA,"talek","k",1992-04-08,"06:36:00","08:00:00",1992,3,"m","i",NA,NA,NA,NA,NA,NA,NA,1999-06-24,"dls","fate unknown",NA,NA,"talek",NA,NA,NA,NA,NA,NA,NA,NA,"positive",1991-07-11,NA,"adult","low_tk","after","1"
"194",7156,"t2058",2,TRUE,FALSE,"3 young female lions topi kill. 2 young male lions here as well. lions fd at beginning. topi kill. age of lions confusing. @0708 not much left of kill only horns and a few vertebrae.","sd is sdy in notes. mu is mutt in notes. gan not present.","sx",07:01:00,1,"fd",NA,15,FALSE,"bone","scan","talek","k",1992-04-08,"06:36:00","08:00:00",1992,1,"f","r","coch",NA,"1","1",1990-04-25,NA,NA,2000-07-07,"dls","inferred dead",1989-10-14,NA,"talek",1991-01-15,NA,NA,"talek",6,0.444444444444444,29.8,"adult","positive",1990-12-28,14.5,"subadult","low_tk","after","1"
"195",14475,"t2096.7",2,FALSE,TRUE,"en 70m from 1 male lion 6 females all adults. full stomach. no intx.",NA,"en",06:28:00,0,"scan","lion",70,FALSE,NA,NA,"talek","o",1991-12-20,"06:28:00","06:33:00",1991,1,"m","i",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"talek",NA,NA,NA,NA,NA,NA,NA,NA,"positive",1991-07-06,NA,"adult","low_tk","after","1"
"196",2039,"t21136",3,TRUE,FALSE,"4 lions (no age/sex given) in possession of ad gnu carc when arr (seems at least some are fd, but doesn't directly say). initial/almost initial dist's given for 2 hys-lions=5 & 70m. many hys, ver likely in. ci's.sevrl hys ft, 1 also bldy. hys take carc!!!","ath, cuj, and her should all be included in ids present, making the n id hyenas 31. ""run2"" in ids present should read ""runt."" sch is circled twice in notes (0611 & 0724)","mrph",06:15:00,1,"brt whp st/lk",NA,5,FALSE,NA,NA,"talek","k",1999-12-08,"06:11:00","07:38:00",1999,2,"f","r","bsh",NA,"1","1",1996-12-24,NA,NA,2011-04-11,"dead","lions",1996-06-25,NA,"talek",1997-06-01,NA,NA,"talek",2,0.933333333333333,41.4,"adult","positive",1997-06-07,11.4,"cub","low_tk","after","1"
"197",2044,"t21136",3,TRUE,FALSE,"4 lions (no age/sex given) in possession of ad gnu carc when arr (seems at least some are fd, but doesn't directly say). initial/almost initial dist's given for 2 hys-lions=5 & 70m. many hys, ver likely in. ci's.sevrl hys ft, 1 also bldy. hys take carc!!!","ath, cuj, and her should all be included in ids present, making the n id hyenas 31. ""run2"" in ids present should read ""runt."" sch is circled twice in notes (0611 & 0724)","kip",06:15:00,1,"brt whp st/lk",NA,5,FALSE,NA,NA,"talek","k",1999-12-08,"06:11:00","07:38:00",1999,2,"f","r","who","fn","1","1",1994-08-23,NA,NA,2000-09-26,"dls","inferred dead",1993-12-10,NA,"talek",1994-09-10,NA,NA,"talek",7,0.6,71.9,"adult","positive",1994-12-18,12.3,"subadult","low_tk","after","1"
"198",2045,"t21136",3,TRUE,FALSE,"4 lions (no age/sex given) in possession of ad gnu carc when arr (seems at least some are fd, but doesn't directly say). initial/almost initial dist's given for 2 hys-lions=5 & 70m. many hys, ver likely in. ci's.sevrl hys ft, 1 also bldy. hys take carc!!!","ath, cuj, and her should all be included in ids present, making the n id hyenas 31. ""run2"" in ids present should read ""runt."" sch is circled twice in notes (0611 & 0724)","mig",06:15:00,1,"brt whp st/lk",NA,5,FALSE,NA,NA,"talek","k",1999-12-08,"06:11:00","07:38:00",1999,3,"m","i",NA,NA,NA,NA,NA,NA,NA,2010-02-02,"dls","fate unknown",NA,NA,"talek",NA,NA,NA,NA,NA,NA,NA,NA,"positive",1994-09-20,NA,"adult","low_tk","after","1"
"199",2046,"t21136",3,TRUE,FALSE,"4 lions (no age/sex given) in possession of ad gnu carc when arr (seems at least some are fd, but doesn't directly say). initial/almost initial dist's given for 2 hys-lions=5 & 70m. many hys, ver likely in. ci's.sevrl hys ft, 1 also bldy. hys take carc!!!","ath, cuj, and her should all be included in ids present, making the n id hyenas 31. ""run2"" in ids present should read ""runt."" sch is circled twice in notes (0611 & 0724)","sein",06:15:00,1,"brt whp st/lk",NA,5,FALSE,NA,NA,"talek","k",1999-12-08,"06:11:00","07:38:00",1999,2,"f","r","bsh","rcn","1","2",1995-12-03,NA,NA,2002-02-25,"dls","humans (masai?)",1995-03-22,NA,"talek",1996-04-01,NA,NA,"talek",3,0.866666666666667,56.6,"adult","positive",1997-07-16,27.8,"adult","low_tk","after","1"
"200",2049,"t21136",3,TRUE,FALSE,"4 lions (no age/sex given) in possession of ad gnu carc when arr (seems at least some are fd, but doesn't directly say). initial/almost initial dist's given for 2 hys-lions=5 & 70m. many hys, ver likely in. ci's.sevrl hys ft, 1 also bldy. hys take carc!!!","ath, cuj, and her should all be included in ids present, making the n id hyenas 31. ""run2"" in ids present should read ""runt."" sch is circled twice in notes (0611 & 0724)","csn",06:17:00,3,"dist",NA,15,FALSE,NA,NA,"talek","k",1999-12-08,"06:11:00","07:38:00",1999,1,"f","r","bsh","fn","0",NA,1998-08-19,NA,NA,2005-05-03,"dead","lions",1998-02-15,NA,"talek",1998-12-14,NA,NA,NA,NA,NA,21.7,"subadult","positive",1999-01-29,11.4,"cub","low_tk","after","1"
"201",2057,"t21136",3,TRUE,FALSE,"4 lions (no age/sex given) in possession of ad gnu carc when arr (seems at least some are fd, but doesn't directly say). initial/almost initial dist's given for 2 hys-lions=5 & 70m. many hys, ver likely in. ci's.sevrl hys ft, 1 also bldy. hys take carc!!!","ath, cuj, and her should all be included in ids present, making the n id hyenas 31. ""run2"" in ids present should read ""runt."" sch is circled twice in notes (0611 & 0724)","sim",06:17:00,3,"dist",NA,15,FALSE,NA,NA,"talek","k",1999-12-08,"06:11:00","07:38:00",1999,2,"m","i",NA,NA,NA,NA,NA,NA,NA,2000-03-17,"dls","humans (us)",NA,NA,"talek",NA,NA,NA,NA,NA,NA,NA,NA,"positive",1996-07-28,NA,"adult","low_tk","after","1"
"202",2059,"t21136",3,TRUE,FALSE,"4 lions (no age/sex given) in possession of ad gnu carc when arr (seems at least some are fd, but doesn't directly say). initial/almost initial dist's given for 2 hys-lions=5 & 70m. many hys, ver likely in. ci's.sevrl hys ft, 1 also bldy. hys take carc!!!","ath, cuj, and her should all be included in ids present, making the n id hyenas 31. ""run2"" in ids present should read ""runt."" sch is circled twice in notes (0611 & 0724)","vgs",06:17:00,4,"eb st/lk",NA,10,FALSE,NA,NA,"talek","k",1999-12-08,"06:11:00","07:38:00",1999,1,"m","i",NA,NA,NA,NA,NA,NA,NA,2006-01-23,"dead","snakebite?",NA,NA,"talek",NA,NA,NA,NA,NA,NA,NA,NA,"positive",1999-03-05,NA,"adult","low_tk","after","1"
"203",2122,"t21136",3,TRUE,FALSE,"4 lions (no age/sex given) in possession of ad gnu carc when arr (seems at least some are fd, but doesn't directly say). initial/almost initial dist's given for 2 hys-lions=5 & 70m. many hys, ver likely in. ci's.sevrl hys ft, 1 also bldy. hys take carc!!!","ath, cuj, and her should all be included in ids present, making the n id hyenas 31. ""run2"" in ids present should read ""runt."" sch is circled twice in notes (0611 & 0724)","cpa",06:30:00,2,"dist","feeding lion",20,FALSE,NA,NA,"talek","k",1999-12-08,"06:11:00","07:38:00",1999,2,"m","r","sx","gob","0",NA,1999-06-20,NA,NA,NA,NA,NA,1998-11-18,NA,"talek",2000-04-06,NA,NA,NA,NA,NA,12.6,"subadult","positive",1999-07-04,7.5,"cub","low_tk","after","1"
